Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2006,1493,Mariestad,BL,,C,,,S,,MP,,
2006,1494,Lidköping,V,,,,,S,V,MP,,
2006,1495,Skara,A,M,C,L,KD,,,,,
2006,1496,Skövde,A,M,C,L,KD,,,,,
2006,1497,Hjo,A,M,C,L,KD,,,,,
2006,1498,Tidaholm,V,,,,,S,,,,
2006,1499,Falköping,B,M,C,L,KD,,,,,
2006,1715,Kil,BL,,,,KD,S,,MP,,
2006,1730,Eda,V,,,,,S,,,,ÖP
2006,1737,Torsby,V,,,,,S,,,,
2006,1760,Storfors,V,,,,,S,V,,,
2006,1761,Hammarö,V,,,,,S,V,MP,,
2006,1762,Munkfors,V,,,,,S,V,,,
2006,1763,Forshaga,V,,,,,S,,,,
2006,1764,Grums,V,,,,,S,,,,
2006,1765,Årjäng,A,M,C,L,KD,,,,,
2006,1766,Sunne,A,M,C,L,KD,,,,,
2006,1780,Karlstad,V,,,,,S,V,MP,,
2006,1781,Kristinehamn,A,M,C,L,KD,,,,,ÖP
2006,1782,Filipstad,V,,,,,S,,,,
2006,1783,Hagfors,V,,,,,S,,,,
2006,1784,Arvika,V,,,,,S,V,MP,,
2006,1785,Säffle,A,M,C,L,KD,,,,,
2006,1814,Lekeberg,A,M,C,L,KD,,,,,
2006,1860,Laxå,V,,,,,S,V,,,
2006,1861,Hallsberg,V,,,,,S,,,,
2006,1862,Degerfors,BL,M,C,L,KD,S,,,,
2006,1863,Hällefors,V,,,,,S,,,,
2006,1864,Ljusnarsberg,V,,,,,S,V,,,
2006,1880,Örebro,A,M,C,L,KD,,,MP,,
2006,1881,Kumla,V,,,,,S,,,,
2006,1882,Askersund,BL,,C,,,S,,,,
2006,1883,Karlskoga,V,,,,,S,,,,
2006,1884,Nora,V,,,,,S,V,,,
2006,1885,Lindesberg,BL,M,C,L,KD,,V,,,
2006,1904,Skinnskatteberg,A,M,C,L,KD,,,,,ÖP
2006,1907,Surahammar,V,,,,,S,,,,
2006,1960,Kungsör,BL,,C,,,S,,,,
2006,1961,Hallstahammar,V,,,,,S,V,,,
2006,1962,Norberg,V,,,,,S,V,,,
2006,1980,Västerås,A,M,C,L,KD,,,MP,,
2006,1981,Sala,A,M,C,L,KD,,,,,
2006,1982,Fagersta,V,,,,,,V,,,
2006,1983,Köping,V,,,,,S,V,MP,,
2006,1984,Arboga,V,,,,,S,V,,,
2006,2021,Vansbro,A,M,C,L,KD,,,,,
2006,2023,Malung- Sälen,B,M,C,L,KD,,,,,ÖP
2006,2026,Gagnef,A,M,C,L,KD,,,,,
2006,2029,Leksand,B,M,C,L,KD,,,,,
2006,2031,Rättvik,A,M,C,L,KD,,,MP,,ÖP
2006,2034,Orsa,V,,,,,S,V,MP,,
2006,2039,Älvdalen,BL,,,L,,S,,MP,,
2006,2061,Smedjebacken,V,,,,,S,V,,,
2006,2062,Mora,BL,,C,,,S,,,,
2006,2080,Falun,A,M,C,L,KD,,,,,ÖP
2006,2081,Borlänge,V,,,,,S,V,MP,,
2006,2082,Säter,BL,,,L,,S,V,MP,,
2006,2083,Hedemora,V,,,,,S,V,MP,,
2006,2084,Avesta,V,,,,,S,V,MP,,
2006,2085,Ludvika,V,,,,,S,V,,,
2006,2101,Ockelbo,BL,M,C,,KD,S,V,MP,,
2006,2104,Hofors,V,,,,,S,V,MP,,
2006,2121,Ovanåker,A,M,C,L,KD,,,,,
2006,2132,Nordanstig,A,M,C,,KD,,,,,
2006,2161,Ljusdal,BL,,C,L,,S,,,,
2006,2180,Gävle,V,,,,,S,V,MP,,
2006,2181,Sandviken,BL,,C,,,S,,,,
2006,2182,Söderhamn,BL,,C,,,S,,,,
2006,2183,Bollnäs,B,M,C,L,KD,,,,,ÖP
2006,2184,Hudiksvall,V,,,,,S,V,,,
2006,2260,Ånge,V,,,,,S,,,,
2006,2262,Timrå,V,,,,,S,,,,
2006,2280,Härnösand,A,M,C,L,KD,,,,,ÖP
2006,2281,Sundsvall,V,,,,,S,V,MP,,
2006,2282,Kramfors,V,,,,,S,V,MP,,
2006,2283,Sollefteå,V,,,,,S,V,,,
2006,2284,Örnsköldsvik,V,,,,,S,,,,
2006,2303,Ragunda,BL,,C,,,S,,,,
2006,2305,Bräcke,V,,,,,S,V,,,
2006,2309,Krokom,A,M,C,L,KD,,,MP,,
2006,2313,Strömsund,A,M,C,L,,,,,,ÖP
2006,2321,Åre,A,M,C,L,KD,,,,,
2006,2326,Berg,BL,M,C,,KD,,V,,,ÖP
2006,2361,Härjedalen,BL,,C,L,,S,,,,
2006,2380,Östersund,V,,,,,S,V,MP,,
2006,2401,Nordmaling,A,M,C,L,KD,,,,,
2006,2403,Bjurholm,A,M,C,L,KD,,,,,
2006,2404,Vindeln,BL,,C,,,S,,,,
2006,2409,Robertsfors,A,M,C,,KD,,,,,
2006,2417,Norsjö,V,,,,,S,V,,,
2006,2418,Malå,A,,C,L,KD,,,,,ÖP
2006,2421,Storuman,BL,M,C,L,KD,,V,,,
2006,2422,Sorsele,A,M,C,L,KD,,,,,
2006,2425,Dorotea,A,,C,L,,,,,,ÖP
2006,2460,Vännäs,V,,,,,S,V,MP,,
2006,2462,Vilhelmina,A,M,C,L,KD,,,,,
2006,2463,Åsele,V,,,,,S,V,,,
2006,2480,Umeå,V,,,,,S,,,,
2006,2481,Lycksele,V,,,,,S,,,,
2006,2482,Skellefteå,V,,,,,S,,,,
2006,2505,Arvidsjaur,BL,M,C,L,,S,V,,,
2006,2506,Arjeplog,BL,,,L,,S,,,,
2006,2510,Jokkmokk,BL,M,C,L,,,V,MP,,ÖP
2006,2513,Överkalix,BL,M,C,L,,S,V,MP,,
2006,2514,Kalix,BL,,C,,,S,,,,
2006,2518,Övertorneå,V,,,,,S,V,,,ÖP
2006,2521,Pajala,V,,,,,S,V,,,
2006,2523,Gällivare,V,,,,,S,V,,,ÖP
2006,2560,Älvsbyn,V,,,,,S,,,,
2006,2580,Luleå,V,,,,,S,,,,
2006,2581,Piteå,V,,,,,S,,,,
2006,2582,Boden,BL,M,C,L,,,V,MP,,ÖP
2006,2583,Haparanda,V,,,,,S,,,,
2006,2584,Kiruna,BL,M,,,KD,S,,MP,,ÖP
2010,114,Upplands väsby,A,M,C,L,KD,,,,,
2010,115,Vallentuna,A,M,C,L,KD,,,,,
2010,117,Österåker,A,M,C,L,KD,,,,,ÖP
2010,120,Värmdö,A,M,,L,KD,,,MP,,
2010,123,Järfälla,A,M,C,L,KD,,,,,
2010,125,Ekerö,A,M,C,L,KD,,,,,
2010,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2010,127,Botkyrka,V,,,,,S,V,MP,,
2010,128,Salem,A,M,C,L,KD,,,,,
2010,136,Haninge,A,M,C,L,KD,,,MP,,
2010,138,Tyresö,A,M,C,L,KD,,,,,
2010,139,Upplands-Bro,A,M,C,L,KD,,,,,
2010,140,Nykvarn,A,M,C,L,,,,,,ÖP
2010,160,Täby,A,M,C,L,KD,,,,,
2010,162,Danderyd,A,M,C,L,KD,,,,,
2010,163,Sollentuna,A,M,C,L,KD,,,,,
2010,180,Stockholm,A,M,C,L,KD,,,,,
2010,181,Södertälje,V,,,,,S,V,MP,,
2010,182,Nacka,A,M,C,L,KD,,,,,
2010,183,Sundbyberg,BL,,C,,KD,S,,MP,,
2010,184,Solna,A,M,C,L,KD,,,,,
2010,186,Lidingö,A,M,,L,KD,,,,,
2010,187,Vaxholm,A,M,C,L,,,,,,
2010,188,Norrtälje,A,M,C,L,KD,,,,,
2010,191,Sigtuna,BL,,C,,,S,,MP,,
2010,192,Nynäshamn,BL,,,L,,S,,,,
2010,305,Håbo,V,,,,,S,V,MP,,ÖP
2010,319,Älvkarleby,V,,,,,S,V,,,
2010,330,Knivsta,A,M,C,L,KD,,,,,ÖP
2010,331,Heby,A,M,C,L,KD,,,MP,,
2010,360,Tierp,V,,,,,S,V,MP,,
2010,380,Uppsala,A,M,C,L,KD,,,,,
2010,381,Enköping,A,M,C,L,KD,,,,,
2010,382,Östhammar,BL,,C,,,S,,,,
2010,428,Vingåker,V,,,,,S,,,,
2010,461,Gnesta,V,,,,,S,V,MP,,
2010,480,Nyköping,V,,,,,S,V,MP,,
2010,481,Oxelösund,V,,,,,S,V,,,
2010,482,Flen,V,,,,,S,V,,,ÖP
2010,483,Katrineholm,BL,M,,,,S,,,,
2010,484,Eskilstuna,V,,,,,S,V,MP,,
2010,486,Strängnäs,BL,,C,L,,S,,,,
2010,488,Trosa,A,M,C,L,KD,,,,,
2010,509,Ödeshög,A,M,C,,KD,,,,,
2010,512,Ydre,A,M,C,,KD,,,,,
2010,513,Kinda,A,M,C,,KD,,,MP,,
2010,560,Boxholm,V,,,,,S,,,,
2010,561,Åtvidaberg,BL,M,,,,S,,,,
2010,562,Finspång,V,,,,,S,V,MP,,
2010,563,Valdemarsvik,A,M,C,L,KD,,,,,ÖP
2010,580,Linköping,A,M,C,L,KD,,,,,
2010,581,Norrköping,V,,,,,S,V,MP,,
2010,582,Söderköping,A,M,C,L,KD,,,,,
2010,583,Motala,V,,,,,S,V,MP,,
2010,584,Vadstena,A,M,C,L,KD,,,,,
2010,586,Mjölby,V,,,,,S,V,MP,,
2010,604,Aneby,A,M,C,L,KD,,,,,
2010,617,Gnosjö,A,M,C,L,KD,,,,,
2010,642,Mullsjö,A,M,C,L,KD,,,,,
2010,643,Habo,A,M,C,L,KD,,,,,
2010,662,Gislaved,A,M,C,L,KD,,,MP,,
2010,665,Vaggeryd,BL,,C,,,S,V,MP,,
2010,680,Jönköping,A,M,C,L,KD,,,MP,,
2010,682,Nässjö,BL,,C,L,,S,,,,
2010,683,Värnamo,A,M,C,L,KD,,,,,
2010,684,Sävsjö,A,M,C,L,KD,,,,,
2010,685,Vetlanda,BL,M,C,,,S,,,,
2010,686,Eksjö,BL,M,C,,,S,,,,
2010,687,Tranås,A,M,C,L,KD,,,MP,,
2010,760,Uppvidinge,A,M,C,L,KD,,,MP,,
2010,761,Lessebo,V,,,,,S,,,,
2010,763,Tingsryd,BL,M,,L,KD,S,,,,
2010,764,Alvesta,A,M,,L,KD,,,,,
2010,765,Älmhult,A,M,C,L,KD,,,MP,,
2010,767,Markaryd,A,M,C,,KD,,,,,
2010,780,Växjö,A,M,C,L,KD,,,,,
2010,781,Ljungby,A,M,C,L,KD,,,MP,,
2010,821,Högsby,V,,,,,S,V,MP,,
2010,834,Torsås,A,M,C,L,KD,,,,,
2010,840,Mörbylånga,A,M,C,L,KD,,,,,
2010,860,Hultsfred,A,M,C,L,KD,,,MP,,
2010,861,Mönsterås,A,M,C,L,KD,,,,,
2010,862,Emmaboda,V,,,,,S,V,MP,,
2010,880,Kalmar,V,,,,,S,V,MP,,
2010,881,Nybro,V,,,,,S,V,MP,,
2010,882,Oskarshamn,V,,,,,S,V,MP,,
2010,883,Västervik,A,M,C,L,KD,,,,,ÖP
2010,884,Vimmerby,A,M,C,L,KD,,,,,
2010,885,Borgholm,A,M,C,L,KD,,,,,
2010,980,Gotland,V,,,,,S,V,MP,,
2010,1060,Olofström,V,,,,,S,,,,
2010,1080,Karlskrona,A,M,C,L,KD,,,MP,,
2010,1081,Ronneby,A,M,C,L,KD,,,,,
2010,1082,Karlshamn,BL,,C,L,KD,S,,,,
2010,1083,Sölvesborg,V,,,,,S,V,MP,,
2010,1214,Svalöv,BL,M,,L,,S,,,,
2010,1230,Staffanstorp,A,M,,,,,,,,
2010,1231,Burlöv,V,,,,,S,,,,
2010,1233,Vellinge,A,M,,,,,,,,
2010,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2010,1257,Örkelljunga,A,M,C,L,KD,,,,,ÖP
2010,1260,Bjuv,V,,,,,S,V,,,
2010,1261,Kävlinge,A,M,C,L,KD,,,,,
2010,1262,Lomma,A,M,,,,,,,,
2010,1263,Svedala,A,M,C,L,,,,,,ÖP
2010,1264,Skurup,A,M,C,L,,,,MP,,
2010,1265,Sjöbo,A,M,C,L,,,,,,
2010,1266,Hörby,A,M,C,L,KD,,,MP,,
2010,1267,Höör,A,M,C,L,KD,,,,,
2010,1270,Tomelilla,BL,M,,,,S,,,,
2010,1272,Bromölla,V,,,,,S,,,,
2010,1273,Osby,A,,C,,KD,,,,,
2010,1275,Perstorp,A,M,C,L,KD,,,,,ÖP
2010,1276,Klippan,A,M,C,L,KD,,,MP,,
2010,1277,Åstorp,BL,,C,,,S,,MP,,
2010,1278,Båstad,A,M,C,L,KD,,,,,
2010,1280,Malmö,V,,,,,S,V,MP,,
2010,1281,Lund,A,M,C,L,KD,,,,,
2010,1282,Landskrona,A,M,,L,,,,MP,,
2010,1283,Helsingborg,A,M,,L,KD,,,,,
2010,1284,Höganäs,A,M,C,L,KD,,,,,
2010,1285,Eslöv,BL,M,,,,S,,,,
2010,1286,Ystad,A,M,C,L,KD,,,MP,,
2010,1287,Trelleborg,A,M,C,L,KD,,,MP,,
2010,1290,Kristianstad,A,M,C,L,,,,MP,,ÖP
2010,1291,Simrishamn,A,M,C,L,KD,,,,,ÖP
2010,1292,Ängelholm,A,M,C,L,KD,,,,,
2010,1293,Hässleholm,A,M,C,L,KD,,,MP,,ÖP
2010,1315,Hylte,A,M,C,L,KD,,,,,ÖP
2010,1380,Halmstad,A,M,C,L,KD,,,MP,,
2010,1381,Laholm,A,M,C,L,KD,,,,,
2010,1382,Falkenberg,A,M,C,L,KD,,,,,
2010,1383,Varberg,A,M,C,L,KD,,,,,
2010,1384,Kungsbacka,A,M,C,L,KD,,,,,
2010,1401,Härryda,A,M,C,L,KD,,,,,
2010,1402,Partille,A,M,C,L,KD,,,,,
2010,1407,Öckerö,A,M,,L,KD,,,,,
2010,1415,Stenungsund,A,M,C,L,KD,,,,,
2010,1419,Tjörn,A,M,C,L,KD,,,,,ÖP
2010,1421,Orust,BL,,,L,,S,,,,ÖP
2010,1427,Sotenäs,A,M,C,L,KD,,,,,ÖP
2010,1430,Munkedal,BL,,C,,,S,,,,
2010,1435,Tanum,A,M,C,L,KD,,,,,
2010,1438,Dals-Ed,A,M,C,L,KD,,,,,
2010,1439,Färgelanda,A,M,C,,KD,,,,,
2010,1440,Ale,A,M,C,L,KD,,,,,ÖP
2010,1441,Lerum,A,M,C,L,KD,,,,,
2010,1442,Vårgårda,A,M,C,L,KD,,,,,
2010,1443,Bollebygd,A,M,C,L,KD,,,,,
2010,1444,Grästorp,A,M,C,L,,,,,,
2010,1445,Essunga,A,M,,L,KD,,,,,
2010,1446,Karlsborg,A,M,C,L,KD,,,,,
2010,1447,Gullspång,BL,,C,,,S,,MP,,
2010,1452,Tranemo,A,M,C,L,KD,,,,,
2010,1460,Bengtsfors,BL,,,L,,S,,MP,,
2010,1461,Mellerud,A,M,C,L,KD,,,,,
2010,1462,Lilla Edet,BL,,,L,,S,V,,,
2010,1463,Mark,A,M,C,L,KD,,,MP,,
2010,1465,Svenljunga,A,M,C,L,KD,,,,,
2010,1466,Herrljunga,A,M,C,,KD,,,,,
2010,1470,Vara,A,M,C,L,KD,,,,,
2010,1471,Götene,V,,,,,,,,,
2010,1472,Tibro,A,M,C,L,KD,,,,,
2010,1473,Töreboda,BL,,,L,,S,V,MP,,
2010,1480,Göteborg,V,,,,,S,V,MP,,
2010,1481,Mölndal,A,M,C,L,KD,,,,,
2010,1482,Kungälv,A,M,C,L,KD,,,,,
2010,1484,Lysekil,A,M,C,L,,,,,,
2010,1485,Uddevalla,A,M,C,L,KD,,,MP,,
2010,1486,Strömstad,BL,M,,,,S,,,,ÖP
2010,1487,Vänersborg,A,M,,L,KD,,,,,
2010,1488,Trollhättan,V,,,,,S,,,,
2010,1489,Alingsås,A,M,C,L,KD,,,,,
2010,1490,Borås,V,,,,,S,V,MP,,ÖP
2010,1491,Ulricehamn,A,M,C,L,KD,,,,,
2010,1492,Åmål,V,,,,,S,V,MP,,
2010,1493,Mariestad,V,,,,,S,V,MP,,ÖP
2010,1494,Lidköping,V,,,,,S,V,MP,,
2010,1495,Skara,A,M,C,L,KD,,,,,
2010,1496,Skövde,A,M,C,L,KD,,,,,
2010,1497,Hjo,A,M,C,L,KD,,,,,
2010,1498,Tidaholm,V,,,,,S,,,,
2010,1499,Falköping,BL,,C,,KD,S,,,,
2010,1715,Kil,BL,,C,,,S,,,,
2010,1730,Eda,A,M,C,L,KD,,,,,
2010,1737,Torsby,V,,,,,S,,,,
2010,1760,Storfors,V,,,,,S,,,,
2010,1761,Hammarö,A,M,C,L,KD,,,MP,,
2010,1762,Munkfors,V,,,,,S,,,,
2010,1763,Forshaga,V,,,,,S,,,,
2010,1764,Grums,V,,,,,S,,,,
2010,1765,Årjäng,A,M,C,L,KD,,,,,
2010,1766,Sunne,A,M,C,L,,,,,,
2010,1780,Karlstad,A,M,C,L,KD,,,MP,,
2010,1781,Kristinehamn,V,,,,,S,V,MP,,
2010,1782,Filipstad,V,,,,,S,V,MP,,
2010,1783,Hagfors,V,,,,,S,V,,,
2010,1784,Arvika,V,,,,,S,,,,
2010,1785,Säffle,A,M,C,L,KD,,,MP,,
2010,1814,Lekeberg,A,M,C,L,KD,,,,,
2010,1860,Laxå,V,,,,,S,V,,,
2010,1861,Hallsberg,V,,,,,S,,,,
2010,1862,Degerfors,V,,,,,,V,MP,,
2010,1863,Hällefors,BL,,C,,,S,V,,,ÖP
2010,1864,Ljusnarsberg,V,,,,,S,V,MP,,
2010,1880,Örebro,BL,M,C,L,KD,S,V,MP,,
2010,1881,Kumla,V,,,,,S,,,,
2010,1882,Askersund,V,,,,,S,V,MP,,
2010,1883,Karlskoga,V,,,,,S,V,,,
2010,1884,Nora,A,M,C,L,KD,,,MP,,ÖP
2010,1885,Lindesberg,V,,,,,S,V,MP,,
2010,1904,Skinnskatteberg,V,,,,,S,V,MP,,
2010,1907,Surahammar,V,,,,,S,,,,
2010,1960,Kungsör,V,,,,,S,,,,
2010,1961,Hallstahammar,V,,,,,S,V,,,
2010,1962,Norberg,V,,,,,S,,MP,,
2010,1980,Västerås,V,,,,,S,V,MP,,
2010,1981,Sala,V,,,,,S,V,MP,,ÖP
2010,1982,Fagersta,V,,,,,,V,,,
2010,1983,Köping,V,,,,,S,V,MP,,
2010,1984,Arboga,BL,,C,,,S,V,,,ÖP
2010,2021,Vansbro,A,M,C,L,KD,,,,,
2010,2023,Malung,BL,,C,,,S,V,,,
2010,2026,Gagnef,A,M,C,L,KD,,,,,
2010,2029,Leksand,A,M,C,L,KD,,,,,
2010,2031,Rättvik,A,M,C,L,KD,,,,,ÖP
2010,2034,Orsa,BL,M,,L,,S,,MP,,
2010,2039,Älvdalen,A,M,C,,KD,,,,,ÖP
2010,2061,Smedjebacken,V,,,,,S,V,,,
2010,2062,Mora,BL,,C,,,S,,,,
2010,2080,Falun,V,,,,,S,V,MP,,
2010,2081,Borlänge,V,,,,,S,,MP,,
2010,2082,Säter,BL,,,L,,S,V,MP,,
2010,2083,Hedemora,V,,,,,S,V,MP,,ÖP
2010,2084,Avesta,V,,,,,S,V,MP,,
2010,2085,Ludvika,V,,,,,S,V,,,
2010,2101,Ockelbo,BL,,C,,,S,,,,
2010,2104,Hofors,V,,,,,S,V,MP,,
2010,2121,Ovanåker,BL,M,,L,,S,,MP,,
2010,2132,Nordanstig,BL,M,C,,,S,V,MP,,
2010,2161,Ljusdal,V,,,,,S,V,,,ÖP
2010,2180,Gävle,V,,,,,S,V,MP,,
2010,2181,Sandviken,V,,,,,S,,MP,,
2010,2182,Söderhamn,V,,,,,S,V,MP,,
2010,2183,Bollnäs,BL,,,L,,S,V,MP,,ÖP
2010,2184,Hudiksvall,A,M,C,L,KD,,,MP,,
2010,2260,Ånge,V,,,,,S,,,,
2010,2262,Timrå,V,,,,,S,V,,,
2010,2280,Härnösand,V,,,,,S,V,MP,,
2010,2281,Sundsvall,A,M,C,L,KD,,,MP,,
2010,2282,Kramfors,V,,,,,S,V,,,
2010,2283,Sollefteå,V,,,,,S,V,,,
2010,2284,Örnsköldsvik,V,,,,,S,,,,
2010,2303,Ragunda,V,,,,,S,,,,
2010,2305,Bräcke,V,,,,,S,,,,
2010,2309,Krokom,A,M,C,L,KD,,,MP,,
2010,2313,Strömsund,V,,,,,S,V,,,
2010,2321,Åre,A,M,C,L,KD,,,,,ÖP
2010,2326,Berg,BL,,C,L,,S,,,,
2010,2361,Härjedalen,BL,,C,L,,S,,,,
2010,2380,Östersund,V,,,,,S,V,MP,,
2010,2401,Nordmaling,V,,,,,S,V,,,
2010,2403,Bjurholm,A,M,C,L,KD,,,,,
2010,2404,Vindeln,A,M,C,L,KD,,,,,
2010,2409,Robertsfors,V,,,,,S,V,,,
2010,2417,Norsjö,V,,,,,S,,,,
2010,2418,Malå,V,,,,,S,V,,,
2010,2421,Storuman,A,M,C,L,KD,,,,,ÖP
2010,2422,Sorsele,V,,,,,S,V,,,
2010,2425,Dorotea,V,,,,,S,,,,
2010,2460,Vännäs,V,,,,,S,V,MP,,
2010,2462,Vilhelmina,V,,,,,S,V,,,
2010,2463,Åsele,V,,,,,S,,,,
2010,2480,Umeå,V,,,,,S,V,,,
2010,2481,Lycksele,V,,,,,S,V,MP,,
2010,2482,Skellefteå,V,,,,,S,,,,
2010,2505,Arvidsjaur,V,,,,,S,V,,,
2010,2506,Arjeplog,V,,,,,S,,,,
2010,2510,Jokkmokk,V,,,,,S,,,,ÖP
2010,2513,Överkalix,V,,,,,S,,,,
2010,2514,Kalix,V,,,,,S,V,MP,,
2010,2518,Övertorneå,V,,,,,S,V,,,ÖP
2010,2521,Pajala,V,,,,,S,V,,,
2010,2523,Gällivare,V,,,,,S,,,,
2010,2560,Älvsbyn,V,,,,,S,,,,
2010,2580,Luleå,V,,,,,S,,MP,,
2010,2581,Piteå,V,,,,,S,,,,
2010,2582,Boden,V,,,,,S,V,MP,,
2010,2583,Haparanda,V,,,,,S,,,,
2010,2584,Kiruna,V,,,,,S,V,,,ÖP
2014,114,Upplands väsby,V,,,,,S,V,MP,,ÖP
2014,115,Vallentuna,A,M,C,L,KD,,,,,
2014,117,Österåker,A,M,C,L,KD,,,,,ÖP
2014,120,Värmdö,A,M,C,L,KD,,,,,
2014,123,Järfälla,BL,,C,,,S,,MP,,
2014,125,Ekerö,A,M,C,L,KD,,,,,
2014,126,Huddinge,A,M,C,L,KD,,,,,ÖP
2014,127,Botkyrka,V,,,,,S,V,MP,,
2014,128,Salem,A,M,C,L,KD,,,,,
2014,136,Haninge,BL,,C,,,S,,MP,,
2014,138,Tyresö,A,M,C,L,KD,,,,,
2014,139,Upplands-Bro,BL,,C,,KD,S,,MP,,
2014,140,Nykvarn,A,M,C,,,,,,,ÖP
2014,160,Täby,A,M,C,L,KD,,,,,
2014,162,Danderyd,A,M,,L,KD,,,,,
2014,163,Sollentuna,A,M,C,L,KD,,,,,
2014,180,Stockholm,V,,,,,S,V,MP,,ÖP
2014,181,Södertälje,V,,,,,S,V,MP,,
2014,182,Nacka,A,M,C,L,KD,,,,,
2014,183,Sundbyberg,BL,,C,,KD,S,V,,,
2014,184,Solna,A,M,,L,KD,,,,,
2014,186,Lidingö,A,M,,,KD,,,,,ÖP
2014,187,Vaxholm,A,M,C,L,,,,,,
2014,188,Norrtälje,BL,,C,,,S,,MP,,
2014,191,Sigtuna,BL,,,L,,S,,MP,,
2014,192,Nynäshamn,BL,,,L,,S,,MP,,
2014,305,Håbo,A,M,C,L,KD,,,MP,,
2014,319,Älvkarleby,V,,,,,S,V,MP,,
2014,330,Knivsta,A,M,C,L,KD,,,,,
2014,331,Heby,A,M,C,L,KD,,,MP,,ÖP
2014,360,Tierp,V,,,,,S,,MP,,
2014,380,Uppsala,V,,,,,S,V,MP,,
2014,381,Enköping,V,,,,,S,,,,ÖP
2014,382,Östhammar,BL,,C,,,S,,,,
2014,428,Vingåker,V,,,,,S,V,MP,,
2014,461,Gnesta,BL,M,,,,S,,,,
2014,480,Nyköping,V,,,,,S,V,MP,,
2014,481,Oxelösund,V,,,,,S,V,,,
2014,482,Flen,BL,,C,,KD,S,,MP,,
2014,483,Katrineholm,BL,M,,,,S,,,,
2014,484,Eskilstuna,BL,M,C,,,S,,,,
2014,486,Strängnäs,BL,M,,,,S,,,,
2014,488,Trosa,A,M,C,L,KD,,,,,
2014,509,Ödeshög,A,M,C,,KD,,,,,
2014,512,Ydre,BL,M,C,,KD,S,,MP,,
2014,513,Kinda,BL,M,,,KD,S,,,,
2014,560,Boxholm,V,,,,,S,,,,
2014,561,Åtvidaberg,BL,M,,,,S,,,,
2014,562,Finspång,V,,,,,S,V,MP,,
2014,563,Valdemarsvik,V,,,,,S,V,MP,,ÖP
2014,580,Linköping,BL,,,L,,S,,MP,,
2014,581,Norrköping,BL,,C,L,KD,S,,,,
2014,582,Söderköping,BL,M,,,,S,,MP,,
2014,583,Motala,V,,,,,S,V,MP,,
2014,584,Vadstena,V,,,,,S,,,,ÖP
2014,586,Mjölby,BL,,C,,KD,S,,MP,,
2014,604,Aneby,A,M,C,L,KD,,,,,
2014,617,Gnosjö,A,M,C,L,KD,,,,,
2014,642,Mullsjö,V,,,,,S,V,MP,,
2014,643,Habo,BL,,C,,KD,S,,MP,,
2014,662,Gislaved,BL,M,,,,S,,MP,,
2014,665,Vaggeryd,A,M,C,L,KD,,,MP,,
2014,680,Jönköping,A,M,C,L,KD,,,,,
2014,682,Nässjö,BL,M,C,L,,S,V,,,
2014,683,Värnamo,A,M,,L,KD,,,MP,,
2014,684,Sävsjö,BL,,C,,KD,S,,,,
2014,685,Vetlanda,V,,,,,S,,,,ÖP
2014,686,Eksjö,A,M,C,,,,,,,
2014,687,Tranås,A,M,C,L,KD,,,,,
2014,760,Uppvidinge,A,,C,,KD,,,,,
2014,761,Lessebo,V,,,,,S,,,,
2014,763,Tingsryd,BL,M,,,,S,,,,
2014,764,Alvesta,BL,,C,,,S,,MP,,
2014,765,Älmhult,V,,,,,S,V,MP,,
2014,767,Markaryd,A,M,C,,KD,,,,,
2014,780,Växjö,A,M,C,L,KD,,,MP,,
2014,781,Ljungby,A,M,C,L,,,,,,
2014,821,Högsby,A,M,C,,KD,,,,,
2014,834,Torsås,BL,M,,L,KD,S,V,MP,,
2014,840,Mörbylånga,A,M,C,L,KD,,,MP,,
2014,860,Hultsfred,A,M,C,L,KD,,,MP,,
2014,861,Mönsterås,A,M,C,L,KD,,,,,
2014,862,Emmaboda,V,,,,,S,V,MP,,
2014,880,Kalmar,BL,,C,,,S,V,,,
2014,881,Nybro,A,M,C,L,KD,,,,,ÖP
2014,882,Oskarshamn,BL,,C,,,S,V,MP,,
2014,883,Västervik,BL,,C,,,S,,,,
2014,884,Vimmerby,BL,M,,,,S,,,,
2014,885,Borgholm,V,,,,,S,,,,ÖP
2014,980,Gotland,V,,,,,S,V,MP,,
2014,1060,Olofström,V,,,,,S,,,,
2014,1080,Karlskrona,BL,,C,L,,S,,,,
2014,1081,Ronneby,A,M,C,L,KD,,,,,ÖP
2014,1082,Karlshamn,BL,,C,L,,S,,,,
2014,1083,Sölvesborg,V,,,,,S,V,MP,,
2014,1214,Svalöv,BL,M,,,,S,,MP,,
2014,1230,Staffanstorp,A,M,C,L,KD,,,,,
2014,1231,Burlöv,BL,,C,,,S,V,MP,,
2014,1233,Vellinge,A,M,,,,,,,,
2014,1256,Östra Göinge,A,M,C,L,KD,,,MP,,
2014,1257,Örkelljunga,A,M,C,L,KD,,,,,
2014,1260,Bjuv,BL,,C,L,,S,V,,,
2014,1261,Kävlinge,A,M,C,L,KD,,,MP,,
2014,1262,Lomma,A,M,C,L,KD,,,,,
2014,1263,Svedala,A,M,C,L,,,,,,ÖP
2014,1264,Skurup,V,,,,,S,V,MP,,ÖP
2014,1265,Sjöbo,A,M,C,L,KD,,,,,ÖP
